-1,-1,0,0,-4,-2,-3,-2
-1,-2,-4,-2,0,-4,-1,-3
-1,2,-3,-1,-6,-1,-1,0
2,0,-1,2,2,7,0,4
2,1,-3,2,1,-1,0,1
1,-8,-4,-1,1,-11,-1,-3
1,3,0,-1,-12,3,-3,-2
-4,-1,-1,-4,-1,-2,-4,-3
1,1,-1,1,2,-1,1,1
-1,-5,-3,-1,8,4,1,0
-2,5,0,-3,-12,-5,-6,-4
-3,2,-3,0,-5,0,-2,-3
2,-2,1,0,4,8,0,-3
-4,-1,-1,1,3,-1,2,-2
0,1,1,1,-7,3,-3,-1
-1,2,-4,-2,-3,-5,-4,2
-4,-4,-4,-1,-3,-7,-2,0
1,-4,-2,-3,3,0,0,-3
-2,0,-1,-2,-13,3,-3,-2
-1,-2,0,-6,-5,2,5,3
-1,-1,0,5,2,1,-2,0
-1,2,7,7,9,8,5,3
0,4,0,-4,-15,2,-4,-3
3,4,3,-3,-1,-8,3,-1
0,0,-2,-1,-7,-7,-4,-3
-2,1,-3,0,14,6,4,-2
-1,0,-1,-2,-15,-5,-5,-1
-1,2,2,1,4,4,0,0
-3,-3,0,1,-1,5,5,0
0,-5,-2,-2,-2,-8,-3,-1
-3,3,0,-3,-4,2,-2,-1
-2,1,0,-3,0,0,0,2
-3,-1,-1,3,4,1,1,1
-1,-3,-2,-1,5,-1,2,1
0,-1,2,-3,-12,1,2,-1
2,0,-2,-1,0,-3,-3,-1
0,-1,-3,0,1,1,-1,-3
0,-2,1,-1,13,1,3,-2
-2,2,-2,-4,-16,-6,-5,-2
0,-1,-4,-1,-2,-2,-3,-1
0,-1,-1,3,11,13,3,1
-1,-5,-1,-2,2,-10,1,-1
-1,2,2,-2,-10,4,0,3
-1,-3,0,1,4,-1,1,1
-4,-1,0,-3,-3,-4,-2,-1
1,-4,-2,1,16,3,1,2
-3,4,-1,1,-13,1,0,-1
1,0,-2,-2,0,-12,-4,-2
6,5,4,0,-4,-4,-3,-1
-1,0,0,3,4,0,3,4
-3,6,4,-3,-5,3,-4,-5
-2,-1,0,-2,-5,-1,-4,-1
0,-3,0,2,6,-2,-2,-1
3,-1,-1,-1,-6,-9,-5,-1
-1,4,-2,-3,-5,5,-1,0
1,-2,-3,0,-4,-3,-1,-1
-3,0,0,2,1,-3,-2,-1
-2,-3,-3,-2,8,3,3,2
0,4,4,-1,-4,2,-1,-2
0,1,-1,1,0,-1,0,-1
-1,-5,-2,0,0,-6,-4,-3
0,-3,-2,4,7,6,1,0
0,2,0,-6,-8,4,0,0
1,0,0,-3,-3,-5,-1,-4
-2,-1,-3,-1,-3,-5,-4,0
3,-1,0,-1,4,-3,1,0
