-5,14,-2,-19,-20,22,-1,0
0,1,0,-1,6,-2,-2,-1
-1,-20,-4,6,30,-21,4,-3
0,-1,-3,0,-15,-4,2,-2
-3,12,1,-7,-23,18,-6,1
-3,0,-1,-3,16,1,-2,2
3,-17,-4,3,32,-19,1,-4
0,-3,0,2,-15,-5,-2,-2
-4,15,1,-11,-24,12,-6,1
3,-2,-2,4,11,0,-3,-3
1,-21,-4,7,40,-16,3,-3
1,-2,-3,0,-17,-5,1,0
-3,11,1,-3,-17,14,-3,-3
-4,-5,-4,0,3,2,-3,-3
-1,-22,-4,7,41,-16,7,-1
-2,0,-1,-2,-21,-8,-1,-1
-3,14,-1,-4,-19,9,-6,-2
-2,-3,-1,-7,1,1,-4,-3
0,-19,-1,7,49,-20,0,-1
2,3,1,2,-10,3,3,0
-1,11,2,-6,-15,14,-1,0
0,-2,-2,-1,2,-1,-4,-1
2,-20,-4,9,42,-17,0,-5
0,3,-1,-5,-26,-7,-1,0
-4,12,2,-7,-21,8,-5,-4
-3,1,-2,-1,16,3,-2,-1
-4,-21,-3,12,49,-13,5,-5
1,4,-2,-12,-23,-3,-1,0
-6,8,0,-9,-22,5,-9,-3
-1,-5,-1,6,13,1,1,-1
0,-26,-5,5,35,-19,3,-2
2,1,-2,-1,-25,-4,-3,1
-3,10,1,-7,-12,14,-7,-1
-4,-5,-4,3,4,6,2,1
1,-23,-3,2,34,-23,1,-3
-1,4,0,4,-25,2,2,0
-6,11,0,-7,-21,11,-6,-2
1,0,-1,-2,7,0,-3,2
2,-20,-2,9,42,-10,6,2
3,2,2,-3,-29,-3,-3,0
-6,9,-1,-7,-26,9,-8,-3
-5,-5,-2,0,14,1,1,-3
2,-20,-2,9,36,-22,0,0
1,4,1,-6,-29,1,-2,-1
-4,9,2,-5,-17,12,-5,-4
-4,-2,0,6,12,1,0,-2
2,-19,-4,5,28,-17,3,-1
2,0,-2,-3,-21,3,-1,1
-2,12,1,-7,-19,11,-6,-3
-1,-1,1,1,20,8,-2,0
2,-17,-3,14,36,-16,5,0
-1,3,2,-4,-23,1,0,-4
-3,8,3,-7,-15,9,-5,-1
1,-3,0,-1,5,0,1,2
2,-22,-4,9,41,-16,2,-1
-1,5,0,-6,-37,-5,-9,-6
-3,10,2,-3,-9,17,2,3
-1,-1,-1,5,19,4,6,0
2,-20,-5,5,39,-21,4,-3
0,6,1,-6,-35,0,-7,-2
-3,7,0,-8,-13,11,-5,0
-1,-3,1,3,8,5,-3,1
0,-19,-2,11,41,-20,2,-5
-1,7,-4,-2,-19,1,-1,-2
-2,11,1,-2,-11,13,-3,0
-3,-3,-5,0,16,2,-1,-3
0,-22,-5,8,36,-21,6,-1
-1,10,1,0,-22,10,3,0
-3,7,1,-3,-13,6,-6,0
0,-4,-1,1,8,-2,2,0
0,-24,-1,7,36,-25,5,0
0,7,2,-4,-33,11,-5,1
-5,9,1,-4,-11,8,-2,0
-5,-3,-2,-1,5,-1,0,0
3,-19,-5,11,38,-18,8,0
-1,7,1,-10,-31,2,-5,-5
-1,8,4,2,-3,17,1,3
0,-3,2,4,12,-1,0,-1
2,-23,-3,7,35,-24,2,-2
0,7,-1,-5,-38,3,-7,-6
-3,10,0,-5,-10,9,-4,1
1,-2,-3,1,11,-3,-7,-1
2,-21,-2,11,39,-14,10,2
1,9,1,-14,-40,8,-5,2
-2,8,1,-1,-9,6,-2,-2
-6,-7,-2,1,5,-5,-1,0
1,-22,-5,8,33,-20,4,-2
-3,11,1,0,-39,6,-1,-2
-3,9,1,-3,-10,9,-4,-2
0,-2,0,0,14,0,-1,-3
2,-22,0,7,35,-19,3,-4
1,11,2,-4,-27,4,-6,-1
-3,8,3,2,-4,18,5,3
-4,-5,0,-5,5,-9,1,-1
1,-22,-4,5,25,-25,2,-4
-3,13,0,-5,-24,17,-3,6
0,5,3,-1,8,14,0,1
-1,-6,1,-1,1,-12,1,-5
3,-21,-2,6,30,-25,2,-2
1,10,0,-9,-46,7,-3,-1
-3,6,2,-4,-2,13,-6,1
-2,-4,-3,5,12,-5,-1,-1
0,-20,-4,4,30,-22,1,0
2,11,0,-6,-40,10,-2,3
-5,5,-2,0,-4,9,-7,-3
-1,-1,-6,1,7,-4,0,-3
1,-17,-3,11,38,-21,4,0
-2,14,2,-3,-42,13,-2,0
-4,5,0,-5,-6,12,-6,-3
2,1,1,0,12,-6,-1,-2
-1,-22,-2,9,32,-19,4,-2
1,18,3,-5,-38,12,-2,-2
-1,5,-1,-5,-4,11,-2,1
-2,-8,0,-1,-2,-10,-2,-4
3,-19,-5,7,40,-20,3,-2
-3,16,5,-6,-43,17,0,1
-2,7,-5,1,-7,9,1,-2
-2,-3,-1,2,12,0,-1,1
1,-19,-4,-3,23,-20,4,-1
-1,16,0,-7,-45,10,-3,1
-2,6,4,1,-8,4,-6,-1
-2,-9,-29,-19,4,-10,-2,0
0,-16,1,12,33,-16,4,0
2,19,6,-9,-46,13,-3,-3
-4,5,4,-4,-4,8,-1,-2
1,-5,-2,4,8,-5,-2,-1
5,-21,-7,6,23,-25,2,0
-2,11,1,-12,-55,11,-7,-2
-3,4,-1,-4,14,10,0,2
0,-6,-1,-1,6,-4,-4,1
1,-19,-3,4,23,-24,4,0
-1,15,4,-6,-45,16,-1,0
0,7,-2,1,-4,1,-5,0
-2,-4,-1,0,9,6,1,-1
1,-18,-2,3,23,-22,0,-2
-1,18,0,-6,-50,17,-5,-4
-5,4,5,-1,1,8,-5,0
1,-4,-2,2,10,-6,-3,-2
3,-18,-11,-5,27,-19,4,-1
-4,18,12,-5,-45,15,-4,-2
-4,2,3,42,-7,-2,-6,-1
-3,-4,-27,-22,13,0,1,0
4,-19,-5,14,46,-13,9,-1
-3,19,9,-4,-49,12,-8,-3
1,6,9,6,-2,6,-4,-1
1,-4,-10,-5,6,-4,-5,-3
4,-16,-4,-9,21,-18,4,0
-3,18,1,-6,-51,12,-8,-3
-2,6,4,4,4,6,-4,1
-3,-6,0,4,6,0,-2,-6
3,-17,0,6,24,-21,2,-2
-1,18,4,-4,-49,8,-2,-1
-2,4,-2,-6,3,10,-2,-4
0,-3,-18,1,16,1,1,4
