1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Average
6.053924347066125,17.884350701101788,54.644304369257,46.63153439465616,14.309088021254185,14.736010314871526,8.913472948295743,11.449890829173874,36.65,319.85,2986.0,2174.5,204.75,217.15,79.45,131.1,1,38.44139226657655
9.052623929005335,18.03052966498766,60.835022807590036,70.58611761529316,17.789041570584963,17.44276354251241,11.6940155635265,14.069470494656152,81.95,325.1,3700.9,4982.400000000001,316.45000000000005,304.25,136.75,197.95000000000002,1,57.739663588423525
14.903019828209315,29.92824752637548,63.17871477008693,69.79684806637044,34.76420572945684,24.52855478824629,15.006665185843255,9.919677414109795,222.10000000000002,895.7,3991.55,4871.6,1208.55,601.65,225.20000000000002,98.4,1,62.00686878883849
7.7168646482881895,16.783920876839236,42.567593307585526,32.85422347278961,11.482595525402782,11.901680553602503,7.784600182411426,6.00416522091123,59.550000000000004,281.7,1812.0,1079.4,131.85,141.65,60.6,36.050000000000004,1,30.614525457053528
7.9088557958784405,13.003845585056753,35.654592972014136,46.4580455895424,12.660963628413123,14.126216761751888,10.273752965688828,7.095773389842717,62.550000000000004,169.10000000000002,1271.25,2158.35,160.3,199.55,105.55000000000001,50.35,1,39.111093139799834
10.538026380684384,22.32487401980132,61.14163883966474,70.30896102204896,18.650737250843463,16.459040069214243,10.772650555921695,13.403357788255898,111.05000000000001,498.40000000000003,3738.3,4943.35,347.85,270.90000000000003,116.05000000000001,179.65,1,48.39811590583945
8.279492738084864,19.215878850575635,39.98812323678119,52.91502622129181,14.35618333680648,12.457929201917949,8.899438184514796,9.22767576370128,68.55,369.25,1599.0500000000002,2800.0,206.10000000000002,155.20000000000002,79.2,85.15,1,50.56488103822297
8.369587803470372,31.024184114977142,41.112042031502156,40.98780306383839,11.588787684654509,15.855598380382874,10.104454463255301,7.3006848993775915,70.05,962.5,1690.2,1680.0,134.3,251.4,102.10000000000001,53.300000000000004,1,40.550082634141674
9.17605579756357,14.177446878757825,41.07614879708174,46.79743582719036,12.403628501370072,12.955693729013511,8.723531395025756,7.803845206050668,84.2,201.0,1687.25,2190.0,153.85000000000002,167.85000000000002,76.10000000000001,60.900000000000006,1,30.40595157653615
10.542770034483347,15.582040944625964,40.74248396943908,38.58108344772085,16.75857989210303,16.126065856246527,12.312595177297109,11.216059914247962,111.15,242.8,1659.95,1488.5,280.85,260.05,151.6,125.80000000000001,1,40.90931638326042
