1,2,3,4,5,6,7,8,9,Average
10.406728592598157,29.748949561287034,63.038876893548796,55.84979856722851,20.502438879313846,16.97939928266015,12.543922831395289,7.968688725254614,1,47.72360457774208
9.121403400793104,25.44503880916671,50.92838108559902,56.839247004160775,24.935917869611295,15.663652192257079,10.307764064044152,10.779610382569492,1,56.98362898957391
7.365459931328117,15.149257407543116,36.7593525514256,41.454794656348255,12.575770354137356,10.480935072788114,7.9341036040626545,8.579044235810887,1,25.177653916158526
9.560334722173696,25.429313793337013,64.2635199782894,65.18435395092905,15.119523802024982,17.13038236584344,11.853269591129697,9.346122190513025,1,50.5114362648575
6.606814663663572,17.434161866863572,43.34801033496232,33.98529093593286,11.627553482998906,12.782800945019837,9.276313923105448,6.391400472509918,1,53.80576515662585
4.8270073544588685,9.677293009927931,33.372144072564474,27.45541840875859,8.62554346113913,6.749074010558782,5.286775955154521,7.784600182411426,1,21.732110086079324
15.422386326376342,40.91515611604091,80.80996225713758,72.9163904756674,21.70483817032507,23.716028335284136,19.412624758130985,11.460802764204608,1,57.09105316485103
8.637129152675673,26.251666613759973,52.60560806606079,40.71117782624325,14.815532390029054,11.412712210513327,7.328028384224504,8.84024886527523,1,66.70778516159919
4.376071297408213,7.6452599694189605,38.98717737923585,34.28264867246987,5.987486951969082,6.041522986797286,4.738143096192854,5.0099900199501395,1,22.961296866497868
9.864076236526156,18.005554698481244,51.66478491196881,55.84666507500694,13.021136663133523,13.114877048604,9.492101980067428,10.097029266076236,1,45.32598114560233
8.452810183601665,27.56537683399231,43.953384397563745,41.53071152773571,17.101169550647697,13.955285736952863,10.21518477561713,6.967783004657938,1,47.80908465476628
4.964876634922564,13.694889557787606,35.07135583350036,47.03243561628507,12.854960132182441,9.838699100999074,7.290404652692469,7.106335201775948,1,27.540051960137404
4.919349550499537,19.617594144033056,51.53299913647565,57.12004901958681,13.6106575888162,10.573551910309043,7.8230428862431785,5.928743543112655,1,43.30217748498801
5.882176467941097,13.334166640626627,42.399292446926516,51.862799770162816,11.536897329871667,10.641898326896381,8.408329203831164,8.977750274985375,1,27.166219779533776
9.013878188659973,27.76238462380348,58.86977153004758,45.65413453346805,14.508618128546908,12.77888884058391,10.062305898749054,8.429116205154607,1,50.634531988487055
5.463515351859094,13.696714934611146,25.67099530598687,31.623567161216965,10.86047881080756,8.48528137423857,6.082762530298219,7.155417527999327,1,19.697530879377585
8.752142594816426,19.068298298484844,46.65672513153918,43.15669125408017,13.479614237803691,11.220516922138659,7.771743691090179,8.40535543567314,1,36.163860218763034
3.5425979167836705,7.956129712366434,27.437201023428027,25.5323324433942,8.33966426182733,8.105553651663778,4.2130748865881795,5.034878350069642,1,21.87182073442357
5.357238094391549,18.365728953678914,50.23843150417815,43.48160530615216,11.284945724282416,11.683321445547923,7.816648898345122,6.618156843109719,1,38.83781626380309
8.33966426182733,25.948024973010952,53.82982444704794,55.334889536349486,16.93517050401324,13.219304066402286,10.401922899156675,9.038805230781334,1,52.034127975613046
6.469157595854347,16.880462078983502,36.13793021189786,34.65977495599185,16.27421273057471,13.362260287840527,8.952653238007155,5.92452529743945,1,29.247627816667062
5.937171043518958,16.880462078983502,39.210330271498606,53.40599217316349,14.10319112825179,10.519030373565807,7.3246160308919945,7.483314773547883,1,37.674130241698236
7.92148975887743,22.09524835796149,46.8780332351945,46.77018280913599,9.346122190513025,12.561846997953765,6.648308055437865,9.460443964212251,1,29.32119308553835
5.9833101206606365,18.957847979135185,36.78450760850279,42.812381386697005,17.03378994821763,9.233092656309694,5.389805191284746,8.133265027035575,1,27.252981765316452
8.160882305241266,22.464416306683777,38.90886788381281,36.46916505762094,13.629013170439011,13.011533345459329,8.449852069711044,9.536770941990795,1,37.846687746157805
16.835973390332974,28.50526267200497,11.173629669896886,5.545268253204709,9.085703054799886,14.796959147068021,43.76585427019562,25.12866888635369,2,19.894921049990792
16.112107248898266,24.7275150389197,13.914021704740868,7.797435475847171,10.719141756689293,18.985520798756088,53.532233280519876,23.391237675676763,2,24.25995328101523
15.285614151874958,25.52057993071474,18.090052515125542,9.211405973031479,15.89339485446706,18.402445489662508,43.40334088523601,21.439449619801344,2,22.415343647739054
19.521782705480565,20.793027677565384,11.730302638892145,4.748684028233506,7.024955515873392,15.774980190161887,40.18084120572888,25.447003752897903,2,18.693217112538527
23.34416415295266,30.98144606050531,18.200274723201296,6.862943974709396,13.683932183404009,22.292375378142186,58.667708324085744,28.501754331970513,2,26.974379042434208
14.373586887064759,16.425589791541732,11.05667219374799,4.873397172404482,8.769264507357502,19.367498547824912,60.69102075266159,39.41319575979598,2,28.250601625215516
17.19738352191984,13.621673905948564,10.116817681464859,5.962382074305537,9.682458365518542,19.53970317072396,43.37107330929222,16.665833312498957,2,28.039514536147465
19.806564568344506,35.585109245300906,13.888844444373333,5.727128425310541,10.014988766843425,10.72846680565308,37.1887079635741,24.982994216066256,2,20.8244137642826
12.130539971493437,29.851298129227146,8.83742043811428,4.790615826801393,9.808159868191384,19.13765920900464,47.71739724670657,32.27460301847259,2,28.628798617269418
