2,-3,-8,6,-3,-7,-1,8
-7,-4,-4,-3,-4,-7,-5,0
1,1,5,1,5,13,1,-3
-4,-5,1,-3,-5,2,-1,-5
5,-8,-7,-2,-1,0,0,12
-3,3,-1,0,0,-1,1,-4
-1,5,3,-7,0,-4,-1,-8
-2,-4,-4,-5,-8,1,2,0
6,-2,-6,5,-5,2,1,9
-5,-1,-1,-3,3,0,-2,-2
-1,2,1,0,-1,-5,-2,-7
-2,0,1,-2,-4,-6,-4,-6
3,-5,-5,5,-5,-3,-6,10
-5,5,6,2,11,2,-1,-10
-1,-1,2,-2,10,10,4,1
-9,2,7,-5,14,1,2,-15
7,3,-7,6,-9,-5,-8,18
-5,6,9,6,4,6,5,0
6,4,3,-1,-6,0,1,7
-5,3,3,-1,7,-1,-4,-16
7,-9,-13,4,-12,-6,-1,19
-8,1,2,-1,18,9,0,-7
3,-3,-3,1,-7,-2,0,10
-8,2,5,4,3,5,-2,-18
8,-8,-12,1,-20,-6,-2,23
-5,2,2,-1,10,1,0,-13
5,-1,-4,-1,-5,1,1,10
-5,2,6,-2,7,3,-2,-14
9,-6,-14,2,-21,-11,-1,23
-4,0,-2,-4,9,8,4,-9
5,-6,-4,-6,-15,0,-3,6
-7,1,3,-2,6,1,3,-7
9,-11,-9,1,-14,-5,1,24
-2,0,2,-3,0,-3,-3,-1
2,0,-7,-8,-13,-2,-3,4
-4,2,8,10,8,3,3,-6
11,-7,-13,2,-15,-8,1,24
-2,0,1,4,-2,-3,1,-8
3,-2,-1,-1,-15,-4,-3,5
-2,-2,5,0,2,0,-2,-7
9,-5,-9,-1,-17,-7,-4,20
-6,2,-2,-3,11,0,-2,-8
3,-3,-5,-6,-7,2,5,4
-5,-3,1,-3,-5,2,0,-4
7,-7,-12,-1,-7,-5,2,19
-7,1,2,3,2,2,-5,-5
5,1,-3,-11,-7,-2,-1,-2
-2,3,0,3,-2,-3,-5,-4
7,-5,-11,4,-6,-2,1,18
-3,0,3,3,5,-3,1,-2
0,1,1,-3,-7,-4,-3,-3
-3,3,0,-3,1,-2,2,-6
7,-11,-10,3,-8,-7,-2,17
-4,-3,0,3,5,7,0,-2
-7,2,3,-3,-4,0,-2,-12
3,0,0,2,-1,4,-3,-5
2,-7,-6,3,-8,-7,-5,8
-1,-2,-1,-4,-3,-3,0,-5
-5,-1,5,-6,4,3,2,-12
5,-4,-1,3,-5,4,1,0
3,-5,-5,4,-2,-7,0,5
-1,1,-3,0,-1,0,-1,-4
-4,3,4,-1,3,2,-1,-12
2,-3,2,5,-2,0,-1,0
-1,-3,-4,0,-6,-2,0,7
-3,1,-1,-3,1,0,2,-3
-3,4,5,3,1,6,-4,-5
1,2,-1,-1,-9,-2,-2,1
4,-4,-7,4,-2,-8,-3,4
-1,0,-2,-1,-1,2,1,-3
-3,-3,3,-3,2,-3,-1,-12
-2,-3,1,-4,-5,-1,-1,-4
5,-5,-7,2,0,-2,-3,8
-2,3,-2,-5,2,-5,-1,-4
-3,-1,1,-3,-1,2,1,-9
-1,1,-2,0,-5,1,0,-3
0,-4,-9,1,-2,-8,-3,8
-1,1,1,-1,-5,-2,1,-2
-6,3,5,0,0,3,1,-11
-1,1,-1,0,-2,-3,-4,2
4,-4,-10,2,-3,-3,3,3
-2,3,0,-2,4,4,1,-3
-4,0,2,-3,1,-3,-1,-11
-3,3,0,-3,-5,0,1,6
-1,-2,-5,4,-4,-3,-6,5
0,5,-1,-1,-4,-1,-4,0
-4,-5,4,-3,2,1,0,-10
